ParkName,ParkID,ZipCode,FacilityName,FacilityID,SiteType
Fort Ross SHP,1126,94550,Reef Campground,1969,Tent Campsite
Grover Hot Springs SP,651,96120,Hot Springs Campground (sites 1-36),494,Tent Campsite
Grover Hot Springs SP,651,96120,Hot Springs Campground (sites 37-76),495,Tent 
Indian Grinding Rock SHP,659,95665,Indian Grinding Rock Campground,516,Group Primitive Campsite
Indian Grinding Rock SHP,659,95665,Indian Grinding Rock Campground,516,Hook Up (E/W/S) Campsite
Bidwell-Sacramento River SP,1093,95973,Irvine Finch Access,965,Hike/Bike Campsite
Bidwell-Sacramento River SP,1093,95973,Irvine Finch Access,965,Hook Up (E/W/S) Campsite
Bidwell-Sacramento River SP,1093,95973,Irvine Finch Access,965,Tent Campsite
Lake Oroville SRA,662,95966,Bloomer North Fork Trail Camp,520,Hike In Primitive Campsite
Lake Oroville SRA,662,95966,Floating Camping Area,522,Floating Camp Campsite
Lake Oroville SRA,662,95966,Group Boat-In Area,525,Boat In Campsite
Lake Oroville SRA,662,95966,Lime Saddle Campground,526,Campsite
Lake Oroville SRA,662,95966,Lime Saddle Campground,526,Hook Up (E/W) Campsite
Lake Oroville SRA,662,95966,Lime Saddle Group Camps,527,Group Tent Campsite
Lake Oroville SRA,662,95966,Loafer Creek Group Camps,528,Group Tent Campsite
Lake Oroville SRA,662,95966,Bidwell Canyon (sites 40-75),544,Hook Up (E/W/S) Campsite
Lake Oroville SRA,662,95966,Loafer Creek Camp (sites 1-43),547,Campsite
Lake Oroville SRA,662,95966,Loafer Creek Horse Campground,575,Equestrian Campsite
Lake Oroville SRA,662,95966,Bidwell Canyon (sites 1-39),797,Hook Up (E/W/S) Campsite
Lake Oroville SRA,662,95966,Loafer Creek Camp (sites 44-81),798,Campsite
Lake Oroville SRA,662,95966,Loafer Creek Camp (sites 82-137),799,Campsite
Lake Oroville SRA,662,95966,Bloomer Knoll boat-in campground,1995,Boat In Campsite
Lake Oroville SRA,662,95966,Bloomer Point boat-in campground,1996,Boat In Campsite
Lake Oroville SRA,662,95966,Craig Saddle boat-in campground,1997,Boat In Campsite
Lake Oroville SRA,662,95966,Foreman Creek boat-in campground,1998,Boat In Campsite
Lake Oroville SRA,662,95966,Goat Ranch boat-in campground,1999,Boat In Campsite
Calaveras Big Trees SP,5,95223,Group Camping,342,Group Camping
Calaveras Big Trees SP,5,95223,Group Camping,342,Group Campsite
Calaveras Big Trees SP,5,95223,Group Camping,342,Group Tent Campsite
Calaveras Big Trees SP,5,95223,North Grove Environmental,343,Tent Hike In Primitive Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 1-26),344,Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 1-26),344,Group Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 1-26),344,Hook Up (E/W/S) Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 1-26),344,Tent Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 27-59),346,Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 27-59),346,Group Tent Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 27-59),346,Tent Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 60-74),348,Campsite
Calaveras Big Trees SP,5,95223,North Grove (sites 60-74),348,Tent Campsite
Calaveras Big Trees SP,5,95223,Oak Hollow Campground,349,Campsite
Calaveras Big Trees SP,5,95223,Oak Hollow Campground,349,Hike In Primitive Campsite
Calaveras Big Trees SP,5,95223,Oak Hollow Campground,349,Hook Up (E/W/S) Campsite
Calaveras Big Trees SP,5,95223,Oak Hollow Campground,349,Tent Campsite
Calaveras Big Trees SP,5,95223,Oak Hollow Environmental North,354,Tent Hike In Primitive Campsite
Calaveras Big Trees SP,5,95223,Oak Hollow Environmental South,355,Tent Hike In Primitive Campsite
Calaveras Big Trees SP,5,95223,Residence Cabin Area,356,Cabin (6 People)
Calaveras Big Trees SP,5,95223,Residence Cabin Area,356,Cabin (8 People)
Calaveras Big Trees SP,5,95223,Residence Cabin Area,356,Hook Up (E/W/S) Campsite
Colusa-Sacramento River SRA,632,95932,River Campground (sites 2-14),446,Campsite
Colusa-Sacramento River SRA,632,95932,River Campground (sites 2-14),446,Group Camping
Colusa-Sacramento River SRA,632,95932,River Campground (sites 2-14),446,Hook Up (E ) Campsite
Colusa-Sacramento River SRA,632,95932,River Campground (sites 2-14),446,Hook Up (E/W/S) Campsite
Colusa-Sacramento River SRA,632,95932,River Campground (sites 2-14),446,Premium Hook Up (E ) Campsite
Colusa-Sacramento River SRA,632,95932,Colusa,1959,Boat Campsite
Colusa-Sacramento River SRA,632,95932,Colusa,1959,Enroute Campsite
Mount Diablo SP,683,94517,Live Oak Campground,585,Campsite
Mount Diablo SP,683,94517,Group Campsites,591,Equestrian Group Primitive Campsite
Mount Diablo SP,683,94517,Group Campsites,591,Group Primitive Campsite
Mount Diablo SP,683,94517,Group Campsites,591,Group Tent Primitive Campsite
Mount Diablo SP,683,94517,Juniper Campground,592,Campsite
Mount Diablo SP,683,94517,Junction Campground,2007,Campsite
Mount Diablo SP,683,94517,Junction Campground,2007,Hike/Bike Campsite
Del Norte Coast Redwood SP Mill Creek Campground,638,95531,Mill Creek Southern Loop (sites 1-74),460,Tent Campsite
Del Norte Coast Redwood SP Mill Creek Campground,638,95531,Mill Creek Northern Loop (sites 75-145),461,Campsite
Jedediah Smith Redwoods SP,660,95531,"Main Loop (sites 1-44, 92-106)",517,Tent Campsite
Jedediah Smith Redwoods SP,660,95531,"Outer Loop (sites 45-60, 76-91)",791,Tent Only - Walk-In
Jedediah Smith Redwoods SP,660,95531,Redwoods Cabin Area,903,Cabin (6 People)
Jedediah Smith Redwoods SP,660,95531,Redwoods Cabin Area,903,Hike In Primitive Campsite
Jedediah Smith Redwoods SP,660,95531,Redwoods Cabin Area,903,Hook Up (E/W/S) Campsite
D.L. Bliss SP,637,96150,Group Camp,451,Group Tent Campsite
D.L. Bliss SP,637,96150,Lower Pine (sites 1-32),453,Tent Campsite
D.L. Bliss SP,637,96150,Beach Camp (sites 141-165),454,Premium Campsite
D.L. Bliss SP,637,96150,Upper Pine (sites 33-88),455,Tent Campsite
D.L. Bliss SP,637,96150,West Ridge Campground (sites 113 - 130),458,Tent Campsite
Emerald Bay SP,641,96150,Boat-In Camp Area,469,Boat In Primitive Campsite
Emerald Bay SP,641,96150,Boat-In Camp Area,469,Hook Up Campsite
Emerald Bay SP,641,96150,Lower Eagle Point (sites 34-100),472,Campsite
Emerald Bay SP,641,96150,Upper Eagle Point (sites 1-33),786,Campsite
D.L. Bliss SP,637,96150,East Ridge Campground (sites 91-112),2154,Tent Campsite
Sugar Pine Point SP,724,96142,General Creek Group Camping,720,Group Campsite
Sugar Pine Point SP,724,96142,Picnic Area,722,Group Day Use
Sugar Pine Point SP,724,96142,General Creek Western Loop (sites 126-175),723,Campsite
Sugar Pine Point SP,724,96142,General Creek Eastern Loop (sites 33-59),725,Campsite
Sugar Pine Point SP,724,96142,General Creek Middle Loop (sites 76-125),726,Bike In 
Sugar Pine Point SP,724,96142,Enroute,2064,Enroute Campsite
Millerton Lake SRA,678,93626,Meadows Loop (sites 92-148),543,Campsite
Millerton Lake SRA,678,93626,Meadows Loop (sites 92-148),543,Hook Up (E/W) Campsite
Millerton Lake SRA,678,93626,Meadows Loop (sites 92-148),543,Hook Up (E/W/S) Campsite
Millerton Lake SRA,678,93626,North Shore Group Camp,572,Group Camping
Millerton Lake SRA,678,93626,North Shore Group Camp,572,Group Campsite
Millerton Lake SRA,678,93626,Rocky Point and Mono Loops (sites 1-37),1119,Campsite
Millerton Lake SRA,678,93626,Rocky Point and Mono Loops (sites 1-37),1119,Hook Up (E/W/S) Campsite
Millerton Lake SRA,678,93626,Rocky Point and Mono Loops (sites 1-37),1119,Tent Campsite
Millerton Lake SRA,678,93626,Fort Miller and Dumna Strands Loops (sites 38-84),1120,Campsite
Millerton Lake SRA,678,93626,Fort Miller and Dumna Strands Loops (sites 38-84),1120,Hook Up (E/W/S) Campsite
Millerton Lake SRA,678,93626,Fort Miller and Dumna Strands Loops (sites 38-84),1120,Primitive Campsite
Millerton Lake SRA,678,93626,Fort Miller and Dumna Strands Loops (sites 38-84),1120,Tent Campsite
Millerton Lake SRA,678,93626,Valley Oak Loop (sites 85-90),1121,Campsite
Millerton Lake SRA,678,93626,Valley Oak Loop (sites 85-90),1121,Primitive Campsite
Millerton Lake SRA,678,93626,Horse Camp,2120,Equestrian Tent Campsite
Grizzly Creek Redwoods SP,650,95528,River Campground (sites 1-30),493,Campsite
Grizzly Creek Redwoods SP,650,95528,River Campground (sites 1-30),493,Group Tent Campsite
Grizzly Creek Redwoods SP,650,95528,River Campground (sites 1-30),493,Hike In Primitive Campsite
Grizzly Creek Redwoods SP,650,95528,River Campground (sites 1-30),493,Hook Up (E/W/S) Campsite
Grizzly Creek Redwoods SP,650,95528,River Campground (sites 1-30),493,Tent Campsite
Richardson Grove SP,700,95542,Dawn Redwood Group Area,637,Group Campsite
Richardson Grove SP,700,95542,Oak Flat Upper Section (121-165),638,Campsite
Richardson Grove SP,700,95542,Oak Flat Upper Section (121-165),638,Tent Campsite
Richardson Grove SP,700,95542,Huckleberry Campground (sites 1-36),639,Campsite
Richardson Grove SP,700,95542,Huckleberry Campground (sites 1-36),639,Hike In Primitive Campsite
Richardson Grove SP,700,95542,Huckleberry Campground (sites 1-36),639,Hook Up (E/W/S) Campsite
Richardson Grove SP,700,95542,Huckleberry Campground (sites 1-36),639,Tent Campsite
Richardson Grove SP,700,95542,Madrone Campground (sites 37-76),642,Campsite
Richardson Grove SP,700,95542,Madrone Campground (sites 37-76),642,Tent Campsite
Richardson Grove SP,700,95542,"Oak Flat Lower Section (77-120, 166-170)",644,Campsite
Richardson Grove SP,700,95542,"Oak Flat Lower Section (77-120, 166-170)",644,Tent Campsite
Richardson Grove SP,700,95542,Madrone Cabin Area,768,Cabin (2 People)
Richardson Grove SP,700,95542,Madrone Cabin Area,768,Cabin (3 People)
Benbow SRA,617,95542,Lower Loop (sites 1-21),779,Campsite
Benbow SRA,617,95542,Lower Loop (sites 1-21),779,Hook Up (E/W/S) Campsite
Benbow SRA,617,95542,Middle Loop (sites 22-47),780,Campsite
Benbow SRA,617,95542,Middle Loop (sites 22-47),780,Tent Campsite
Benbow SRA,617,95542,Upper Loop (sites 48-75),781,Campsite
Benbow SRA,617,95542,Upper Loop (sites 48-75),781,Tent Campsite
Richardson Grove SP,700,95542,Richardson Grove Maintenance Yard,2039,Hook Up (E/W/S) Campsite
Prairie Creek Redwoods SP Elk Prairie Campground,696,95555,Elk Prairie Campground (sites 1-75),631,Campsite
Prairie Creek Redwoods SP Elk Prairie Campground,696,95555,Elk Prairie Campground (sites 1-75),631,Hike In Primitive Campsite
Prairie Creek Redwoods SP Elk Prairie Campground,696,95555,Elk Prairie Campground (sites 1-75),631,Hook Up (E/W/S) Campsite
Prairie Creek Redwoods SP Gold Bluffs Beach Campg,697,95555,Gold Bluffs Beach Campground (sites 1-26),632,Hike In Primitive Campsite
Prairie Creek Redwoods SP Gold Bluffs Beach Campg,697,95555,Gold Bluffs Beach Campground (sites 1-26),632,Hook Up (E/W/S) Campsite
Prairie Creek Redwoods SP Gold Bluffs Beach Campg,697,95555,Gold Bluffs Beach Campground (sites 1-26),632,Tent Campsite
Prairie Creek Redwoods SP Elk Prairie Campground,696,95555,Meadow Cabin Colony,914,Cabin (6 People)
Patricks Point SP,688,95570,Abalone Campground (sites 16-85),602,Campsite
Patricks Point SP,688,95570,Abalone Campground (sites 16-85),602,Hook Up (E/W/S) Campsite
Patricks Point SP,688,95570,Abalone Campground (sites 16-85),602,Tent Campsite
Patricks Point SP,688,95570,Agate Campground (sites 86-124),603,Campsite
Patricks Point SP,688,95570,Agate Campground (sites 86-124),603,Hook Up (E/W/S) Campsite
Patricks Point SP,688,95570,Group Camping Areas,604,Group Tent Campsite
Patricks Point SP,688,95570,Bishop Pine Group Picnic Area,605,Group Day Use
Patricks Point SP,688,95570,Penn Creek Campground (sites 1-15),606,Tent Campsite
Patricks Point SP,688,95570,Sumeg Group Picnic Area,608,Group Day Use
Humboldt Lagoons SP,1137,95570,Dry Lagoon E-Camp,1977,Hike In Primitive Campsite
Humboldt Lagoons SP,1137,95570,Stone Lagoon Boat-In Campground,1978,Boat In Primitive Campsite
Patricks Point SP,688,95570,Hike & Bike campground,2018,Hike/Bike Campsite
Patricks Point SP,688,95570,Patricks Point SP Maintenance Yard,2019,Hook Up (E/W/S) Campsite
Patricks Point SP,688,95570,Agate Cabin Area,2150,Cabin (6 People)
Humboldt Redwoods SP,657,95571,Albee Creek Camp,507,Campsite
Humboldt Redwoods SP,657,95571,Albee Creek Camp,507,Hook Up (E/W/S) Campsite
Humboldt Redwoods SP,657,95571,Albee Creek Camp,507,Tent Campsite
Humboldt Redwoods SP,657,95571,Baxter Environmental Camp,508,Hike In Primitive Campsite
Humboldt Redwoods SP,657,95571,Burlington Camp,509,Campsite
Humboldt Redwoods SP,657,95571,Burlington Camp,509,Hike In Primitive Campsite
Humboldt Redwoods SP,657,95571,Burlington Camp,509,Hook Up (E/W/S) Campsite
Humboldt Redwoods SP,657,95571,Burlington Camp,509,Tent Campsite
Humboldt Redwoods SP,657,95571,Cuneo Creek Horse Camp,510,Equestrian Campsite
Humboldt Redwoods SP,657,95571,Cuneo Creek Horse Camp,510,Equestrian Group Campsite
Humboldt Redwoods SP,657,95571,Cuneo Creek Horse Camp,510,Equestrian Group Primitive Campsite
Humboldt Redwoods SP,657,95571,Cuneo Creek Horse Camp,510,Hook Up (E/W/S) Campsite
Humboldt Redwoods SP,657,95571,Hamilton Barn Environmental Camp,511,Hike In Primitive Campsite
Humboldt Redwoods SP,657,95571,"Hidden Springs Camp (sites 1-38, 51-78)",512,Campsite
Humboldt Redwoods SP,657,95571,"Hidden Springs Camp (sites 1-38, 51-78)",512,Tent Campsite
Humboldt Redwoods SP,657,95571,"Hidden Springs Camp (sites 39-50,79-86,142-155)",513,Campsite
Humboldt Redwoods SP,657,95571,"Hidden Springs Camp (sites 39-50,79-86,142-155)",513,Tent Campsite
Humboldt Redwoods SP,657,95571,Marin Group Camp,514,Group Tent Campsite
Humboldt Redwoods SP,657,95571,Williams Grove Group Camp,515,Group Camping
Humboldt Redwoods SP,657,95571,Williams Grove Group Camp,515,Group Campsite
Humboldt Redwoods SP,657,95571,Hidden Springs Camp (sites 87-141),792,Tent Campsite
Humboldt Redwoods SP,657,95571,Johnson Trail Camp,1979,Hike In Primitive Campsite
Humboldt Redwoods SP,657,95571,Trail Camp Bull Creek,1980,Hike In Primitive Campsite
Humboldt Redwoods SP,657,95571,Trail Camp Grasshopper,1981,Hike In Primitive Campsite
Humboldt Redwoods SP,657,95571,Trail Camp Hansen Ridge,1982,Hike In Primitive Campsite
Humboldt Redwoods SP,657,95571,Trail Camp Whiskey Flat,1983,Hike In Primitive Campsite
Humboldt Redwoods SP,657,95571,Visitor Center Host Area,1984,Hook Up (E/W/S) Campsite
Sinkyone Wilderness SP,1212,95589,Anderson Camp,2049,Hike In Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Barn,2050,Cabin (3 People)
Sinkyone Wilderness SP,1212,95589,Barnside Camps,2051,Hike In Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Bear Harbor Camp,2052,Hike In Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Jones Beach Camp,2053,Hike In Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Little Jackass Creek Camp,2054,Hike In Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Needle Rock Visitor Center Host,2055,Cabin (2 People)
Sinkyone Wilderness SP,1212,95589,Orchard Camp,2056,Hike In Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Railroad Camp,2057,Hike In Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Streamside Camp,2058,Hike In Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Usal Beach,2059,Tent Primitive Campsite
Sinkyone Wilderness SP,1212,95589,Wheeler Camp,2060,Hike In Primitive Campsite
Picacho SRA,1181,92283,4-S Beach Boat-In Camp and Drive-In,2021,Boat In Campsite
Picacho SRA,1181,92283,Carrizo Boat-In Camp,2022,Group Boat-In Campsite
Picacho SRA,1181,92283,Drive-In Group Site,2023,Group Primitive Campsite
Picacho SRA,1181,92283,Group Canoe Camp,2024,Group Boat-In Campsite
Picacho SRA,1181,92283,Main Campground - 54 Primitive/Undeveloped sites,2025,Hook Up (E/W/S) Campsite
Picacho SRA,1181,92283,Main Campground - 54 Primitive/Undeveloped sites,2025,Primitive Campsite
Picacho SRA,1181,92283,Outpost Boat-In Camp,2026,Boat In Campsite
Picacho SRA,1181,92283,Paddlewheel Boat-In Camp,2027,Group Boat-In Campsite
Picacho SRA,1181,92283,Paddlewheel Boat-In Camp,2027,Premium Group Boat-In Campsite
Picacho SRA,1181,92283,Taylor Lake Boat-In Camp,2028,Premium Primitive Campsite
Red Rock Canyon SP,1194,93519,Ricardo Campground,2038,Hike In Primitive Campsite
Red Rock Canyon SP,1194,93519,Ricardo Campground,2038,Primitive Campsite
Fort Tejon SHP,644,93243,Fort Tejon Group Site,488,Group Primitive Campsite
Hungry Valley SVRA,1138,93243,Aliklik Campground,1985,Campsite
Hungry Valley SVRA,1138,93243,ATV Campground,1986,Campsite
Hungry Valley SVRA,1138,93243,ATV Campground,1986,Off Road Vehicle Campsite
Hungry Valley SVRA,1138,93243,Circle Canyon Campground,1987,Campsite
Hungry Valley SVRA,1138,93243,Edison Campground,1988,Campsite
Hungry Valley SVRA,1138,93243,HV Group Campground & Pavilion,1989,Campsite
Hungry Valley SVRA,1138,93243,HV Group Campground & Pavilion,1989,Day Use Pavilion
Hungry Valley SVRA,1138,93243,Lane Ranch Campground,1990,Campsite
Hungry Valley SVRA,1138,93243,Lower Scrub Oak Campground,1991,Campsite
Hungry Valley SVRA,1138,93243,Smith Forks Campground,1992,Campsite
Hungry Valley SVRA,1138,93243,Smith Forks Campground,1992,Premium Campsite
Hungry Valley SVRA,1138,93243,Sterling Campground,1993,Campsite
Hungry Valley SVRA,1138,93243,Upper Scrub Oak Campground,1994,Campsite
Hungry Valley SVRA,1138,93243,Cottonwood Campground,2119,Campsite
Clear Lake SP,628,95451,Cole Creek (sites 1-26),440,Campsite
Clear Lake SP,628,95451,Cole Creek (sites 1-26),440,Hike In Primitive Campsite
Clear Lake SP,628,95451,Kelsey Creek (sites 27-91),442,Campsite
Clear Lake SP,628,95451,Kelsey Creek (sites 27-91),442,Premium Campsite
Clear Lake SP,628,95451,Lower Bay View (sites 92-112),443,Campsite
Clear Lake SP,628,95451,Lower Bay View (sites 92-112),443,Premium Campsite
Clear Lake SP,628,95451,Lower Bay View (sites 92-112),443,Tent Campsite
Clear Lake SP,628,95451,Upper Bay View (sites 113-147),444,Campsite
Clear Lake SP,628,95451,Upper Bay View (sites 113-147),444,Hook Up Campsite
Clear Lake SP,628,95451,Upper Bay View (sites 113-147),444,Tent Campsite
Clear Lake SP,628,95451,Group Camping Area,785,Group Campsite
Clear Lake SP Cabins,629,95451,Cabin Colony,889,Cabin (4 People)
Malibu Creek SP,670,91302,Group Camp Area,561,Group Campsite
Malibu Creek SP,670,91302,Creek Campground (sites 1-63),562,Campsite
Saddleback Butte SP,702,93535,Group Site,647,Group Campsite
Saddleback Butte SP,702,93535,50 Primitive/Undeveloped sites,2040,Campsite
Saddleback Butte SP,702,93535,50 Primitive/Undeveloped sites,2040,Hook Up (E/W/S) Campsite
Saddleback Butte SP,702,93535,50 Primitive/Undeveloped sites,2040,Premium Campsite
Leo Carrillo SP,665,90265,"Canyon Campground (sites 1-24, 78-133)",539,Campsite
Leo Carrillo SP,665,90265,"Canyon Campground (sites 1-24, 78-133)",539,Hook Up (E ) Campsite
Leo Carrillo SP,665,90265,Canyon Group Camp,541,Group Campsite
Leo Carrillo SP,665,90265,"Canyon Campground (sites 25-77, 134-139)",542,Campsite
Leo Carrillo SP,665,90265,"Canyon Campground (sites 25-77, 134-139)",542,Hook Up (E ) Campsite
Leo Carrillo SP,665,90265,"Canyon Campground (sites 25-77, 134-139)",542,Hook Up (E/W/S) Campsite
Point Mugu SP,694,90265,La Jolla Group,623,Group Campsite
Point Mugu SP,694,90265,Sycamore Campground,624,Campsite
Point Mugu SP,694,90265,Sycamore Campground,624,Hike In Primitive Campsite
Point Mugu SP,694,90265,Sycamore Campground,624,Hike/Bike Campsite
Point Mugu SP,694,90265,Sycamore Campground,624,Tent Campsite
Leo Carrillo SP,665,90265,Leo Carrillo Hike & Bike,2002,Hike In/Bike In Campsite
Point Mugu SP,694,90265,Danielson Multi Use Area,2029,Group Campsite
Point Mugu SP,694,90265,Point Mugu-La Jolla Walk-In Camp,2030,Hike In Primitive Campsite
Point Mugu SP,694,90265,Thornhill Broome Campground,2031,Campsite
Topanga SP,1223,90290,"Musch Camp Hike-In, Bike-In & Equestrian Camp",2066,Hike in Campsite
Angel Island SP,614,94920,Ayala Cove Group Picnic Area,405,Group Dailyuse (A)
Angel Island SP,614,94920,Ayala Cove Group Picnic Area,405,Group Dailyuse (B)
Angel Island SP,614,94920,Ayala Cove Group Picnic Area,405,Group Dailyuse (C)
Angel Island SP,614,94920,East Bay (sites 1-3),406,Hike in Campsite
Angel Island SP,614,94920,West Garrison (sites 10 & Kayak),407,Group Tent Campsite
Angel Island SP,614,94920,West Garrison (sites 10 & Kayak),407,Hike in Campsite
Angel Island SP,614,94920,Ridge (sites 4-6),408,Hike in Campsite
Angel Island SP,614,94920,Sunrise (sites 7-9),409,Campsite
Angel Island SP,614,94920,East Group Garrison Picnic Area,2149,Group Day Use
Angel Island SP,614,94920,North Garrison Group Camp,2155,Group Tent Campsite
Samuel P. Taylor SP,705,94938,Creekside Loop (sites 1-25),653,Campsite
Samuel P. Taylor SP,705,94938,Creekside Loop (sites 1-25),653,Group Campsite
Samuel P. Taylor SP,705,94938,Creekside Loop (sites 1-25),653,Tent Campsite
Samuel P. Taylor SP,705,94938,Devil Gulch Group Camps,654,Equestrian Group Campsite
Samuel P. Taylor SP,705,94938,Devil Gulch Group Camps,654,Group Tent Campsite
Samuel P. Taylor SP,705,94938,Madrone Group Camping,656,Group Tent Campsite
Samuel P. Taylor SP,705,94938,Orchard Hill Loop (sites 26-59),657,Campsite
Samuel P. Taylor SP,705,94938,Orchard Hill Loop (sites 26-59),657,Group Camping
Samuel P. Taylor SP,705,94938,Orchard Hill Loop (sites 26-59),657,Group Campsite
Samuel P. Taylor SP,705,94938,Orchard Hill Loop (sites 26-59),657,Tent Campsite
Samuel P. Taylor SP,705,94938,Group Picnic Areas,658,Group Dailyuse (A)
Samuel P. Taylor SP,705,94938,Group Picnic Areas,658,Group Day Use
Samuel P. Taylor SP Cabins,706,94938,Madrone Cabin Area,919,Cabin (5 People)
Mount Tamalpais SP,682,94941,Alice Eastwood Group Camps,588,Group Primitive Campsite
Mount Tamalpais SP,682,94941,Alice Eastwood Group Camps,588,Group Tent Primitive Campsite
Mount Tamalpais SP,682,94941,Frank Valley Horse Camp,589,Equestrian Group Tent Campsite
Mount Tamalpais SP,682,94941,S Rav Camp Area (sites E1-E7),590,Hike In Primitive Campsite
Mount Tamalpais SP,682,94941,S Rav Cabin Area,766,Cabin (5 People)
Mount Tamalpais SP,682,94941,Bootjack Campground 15-sites,2008,Tent Campsite
Mount Tamalpais SP,682,94941,Pantoll Campgroup 16 Sites,2009,Tent Campsite
China Camp SP,626,94901,Bay Picnic Area,435,Group Day Use
China Camp SP,626,94901,China Camp Group Camping Area,436,Group Primitive Campsite
China Camp SP,626,94901,Campground (sites 1-30),437,Hike in Campsite
Navarro River Redwoods SP,1174,95432,Navarro Beach,2014,Hike/Bike Campsite
Navarro River Redwoods SP,1174,95432,Navarro Beach,2014,Premium Primitive Campsite
Navarro River Redwoods SP,1174,95432,Paul M. Dimmick Campground,2015,Hike In Primitive Campsite
Navarro River Redwoods SP,1174,95432,Paul M. Dimmick Campground,2015,Primitive Campsite
Mackerricher SP,668,95437,Cleone Group Area,553,Group Camping
Mackerricher SP,668,95437,Cleone Group Area,553,Group Campsite
Mackerricher SP,668,95437,Surfwood Campground,556,Campsite
Mackerricher SP,668,95437,Surfwood Campground,556,Hike In Primitive Campsite
Mackerricher SP,668,95437,Surfwood Campground,556,Hook Up (E/W/S) Campsite
Mackerricher SP,668,95437,East Pinewood  Campground,557,Tent Campsite
Mackerricher SP,668,95437,West Pinewood Campground,558,Campsite
Mackerricher SP,668,95437,West Pinewood Campground,558,Hike/Bike Campsite
Mackerricher SP,668,95437,West Pinewood Campground,558,Hook Up (E/W/S) Campsite
Standish-Hickey SRA,721,95585,Redwood Campground,717,Premium Campsite
Standish-Hickey SRA,721,95585,Redwood Campground,717,Premium Tent Campsite
Standish-Hickey SRA,721,95585,Rock Creek Campground,718,Campsite
Standish-Hickey SRA,721,95585,Rock Creek Campground,718,Hike In Primitive Campsite
Standish-Hickey SRA,721,95585,Rock Creek Campground,718,Premium Campsite
Standish-Hickey SRA,721,95585,Rock Creek Campground,718,Premium Hook Up Campsite
Standish-Hickey SRA,721,95585,Rock Creek Campground,718,Primitive Campsite
Standish-Hickey SRA,721,95585,Hickey Campground,719,Campsite
Standish-Hickey SRA,721,95585,Hickey Campground,719,Premium Campsite
Standish-Hickey SRA,721,95585,Hickey Campground,719,Primitive Campsite
Manchester SP,671,95459,Group Camp Area,563,Campsite
Manchester SP,671,95459,Manchester,2004,Group Tent Campsite
Manchester SP,671,95459,Manchester,2004,Hike In Primitive Campsite
Manchester SP,671,95459,Manchester,2004,Hike/Bike Campsite
Manchester SP,671,95459,Manchester,2004,Hook Up (E/W/S) Campsite
Manchester SP,671,95459,Manchester,2004,Primitive Campsite
Russian Gulch SP,701,95460,Group Camping Area,645,Group Tent Campsite
Russian Gulch SP,701,95460,Campground (sites 1-30),646,Campsite
Russian Gulch SP,701,95460,Campground (sites 1-30),646,Double Hook Up (E/W/S) Campsite
Russian Gulch SP,701,95460,Campground (sites 1-30),646,Hike/Bike Campsite
Van Damme SP,731,95460,Lower Loop (sites 1-13),741,Campsite
Van Damme SP,731,95460,Lower Loop (sites 1-13),741,Double Hook Up (E/W/S) Campsite
Van Damme SP,731,95460,Little River Spur (sites 14-30),742,Campsite
Van Damme SP,731,95460,Upper Loop (sites 31-74),743,Campsite
Van Damme SP,731,95460,Upper Loop (sites 31-74),743,Double Hook Up (E/W/S) Campsite
Van Damme SP,731,95460,Group Camping Area,744,Group Campsite
Van Damme SP,731,95460,Hike in Campground (sites 1-10),745,Hike In Primitive Campsite
Van Damme SP,731,95460,Van Damme - Beach Lot,2067,Double Hook Up (E/W/S) Campsite
Van Damme SP,731,95460,Van Damme - Beach Lot,2067,Enroute Campsite
Hendy Woods SP,654,95466,Azalea Campground,502,Campsite
Hendy Woods SP,654,95466,Azalea Campground,502,Hook Up (E ) Campsite
Hendy Woods SP,654,95466,Azalea Campground,502,Hook Up (E/W/S) Campsite
Hendy Woods SP,654,95466,Wildcat Campground,503,Campsite
Hendy Woods SP,654,95466,Wildcat Campground,503,Hike/Bike Campsite
Hendy Woods SP,654,95466,Cabin Colony,759,Cabin (5 People)
Hendy Woods SP,654,95466,Cabin Colony,759,Cabin (6 People)
Westport-Union Landing SB,1235,95488,Westport-Union Landing SB,1103,Primitive Campsite
Westport-Union Landing SB,1235,95488,Westport Union Landing SB Howard Creek North,2068,Primitive Campsite
Westport-Union Landing SB,1235,95488,Westport Union Landing SB Howard Creek South,2069,Hike/Bike Campsite
Westport-Union Landing SB,1235,95488,Westport Union Landing SB Howard Creek South,2069,Hook Up (E/W/S) Campsite
